"Subject","Trial","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Matching","RT_ms","RT_sec","ACC"
995543646,201,"self","Self","Self","Matching",497,0.497,1
995543646,203,"self","Self","Self","Nonmatching",503,0.503,0
995543646,205,"friend","Friend","Close","Matching",679,0.679,1
995543646,207,"self","Self","Self","Nonmatching",558,0.558,0
995543646,209,"friend","Friend","Close","Nonmatching",1116,1.116,1
995543646,211,"self","Self","Self","Nonmatching",1202,1.202,1
995543646,213,"friend","Friend","Close","Nonmatching",732,0.732,1
995543646,215,"friend","Friend","Close","Matching",657,0.657,0
995543646,217,"friend","Friend","Close","Matching",401,0.401,1
995543646,219,"self","Self","Self","Nonmatching",691,0.691,1
995543646,221,"self","Self","Self","Matching",565,0.565,1
995543646,223,"self","Self","Self","Matching",680,0.68,0
995543646,225,"friend","Friend","Close","Matching",664,0.664,0
995543646,227,"friend","Friend","Close","Nonmatching",669,0.669,1
995543646,229,"self","Self","Self","Matching",565,0.565,1
995543646,231,"friend","Friend","Close","Nonmatching",448,0.448,0
995543646,233,"friend","Friend","Close","Nonmatching",350,0.35,0
995543646,235,"friend","Friend","Close","Matching",610,0.61,0
995543646,237,"friend","Friend","Close","Matching",564,0.564,0
995543646,239,"friend","Friend","Close","Nonmatching",677,0.677,1
995543647,1,"self","Self","Self","Matching",504,0.504,1
995543647,3,"self","Self","Self","Matching",537,0.537,1
995543647,5,"friend","Friend","Close","Matching",570,0.57,0
995543647,7,"self","Self","Self","Matching",624,0.624,0
995543647,9,"self","Self","Self","Nonmatching",1031,1.031,1
995543647,11,"friend","Friend","Close","Nonmatching",919,0.919,1
995543647,13,"self","Self","Self","Matching",560,0.56,1
995543647,15,"self","Self","Self","Nonmatching",612,0.612,1
995543647,17,"self","Self","Self","Nonmatching",564,0.564,1
995543647,19,"friend","Friend","Close","Nonmatching",406,0.406,0
995543647,21,"self","Self","Self","Nonmatching",832,0.832,1
995543647,23,"friend","Friend","Close","Matching",675,0.675,0
995543647,25,"self","Self","Self","Nonmatching",631,0.631,1
995543647,27,"friend","Friend","Close","Matching",627,0.627,0
995543647,29,"friend","Friend","Close","Matching",735,0.735,1
995543647,31,"self","Self","Self","Matching",768,0.768,0
995543647,33,"self","Self","Self","Nonmatching",923,0.923,1
995543647,37,"self","Self","Self","Matching",640,0.64,1
995543647,39,"self","Self","Self","Matching",842,0.842,0
995543647,41,"self","Self","Self","Matching",1069,1.069,1
995543647,43,"friend","Friend","Close","Matching",619,0.619,0
995543647,45,"friend","Friend","Close","Matching",659,0.659,1
995543647,47,"self","Self","Self","Nonmatching",809,0.809,1
995543647,49,"self","Self","Self","Matching",1562,1.562,1
995543647,51,"friend","Friend","Close","Nonmatching",794,0.794,1
995543647,55,"self","Self","Self","Matching",476,0.476,1
995543647,57,"self","Self","Self","Nonmatching",610,0.61,1
995543647,59,"friend","Friend","Close","Nonmatching",731,0.731,0
995543647,61,"friend","Friend","Close","Matching",1038,1.038,1
995543647,63,"self","Self","Self","Matching",1463,1.463,0
995543647,69,"self","Self","Self","Matching",367,0.367,1
995543647,75,"self","Self","Self","Matching",435,0.435,1
995543647,77,"self","Self","Self","Nonmatching",723,0.723,1
995543647,79,"self","Self","Self","Matching",449,0.449,1
995543647,81,"friend","Friend","Close","Matching",609,0.609,1
995543647,83,"self","Self","Self","Matching",1290,1.29,1
995543647,85,"self","Self","Self","Matching",827,0.827,1
995543647,87,"friend","Friend","Close","Matching",682,0.682,1
995543647,89,"self","Self","Self","Matching",1318,1.318,1
995543647,91,"friend","Friend","Close","Nonmatching",753,0.753,1
995543647,93,"self","Self","Self","Matching",664,0.664,1
995543647,95,"friend","Friend","Close","Matching",1392,1.392,1
995543647,97,"friend","Friend","Close","Matching",750,0.75,1
995543647,99,"self","Self","Self","Nonmatching",621,0.621,1
995543647,101,"self","Self","Self","Nonmatching",1119,1.119,1
995543647,103,"self","Self","Self","Matching",629,0.629,1
995543647,105,"friend","Friend","Close","Nonmatching",599,0.599,1
995543647,107,"friend","Friend","Close","Nonmatching",1412,1.412,0
995543647,109,"self","Self","Self","Matching",622,0.622,1
995543647,111,"friend","Friend","Close","Nonmatching",1432,1.432,1
995543647,113,"self","Self","Self","Nonmatching",996,0.996,1
995543647,115,"friend","Friend","Close","Nonmatching",525,0.525,0
995543647,117,"friend","Friend","Close","Nonmatching",250,0.25,1
995543647,119,"friend","Friend","Close","Nonmatching",1333,1.333,1
995543647,121,"friend","Friend","Close","Nonmatching",588,0.588,1
995543647,123,"friend","Friend","Close","Nonmatching",1049,1.049,1
995543647,125,"friend","Friend","Close","Nonmatching",243,0.243,1
995543647,127,"friend","Friend","Close","Nonmatching",234,0.234,1
995543647,129,"self","Self","Self","Nonmatching",840,0.84,0
995543647,135,"friend","Friend","Close","Nonmatching",1156,1.156,1
995543647,139,"self","Self","Self","Matching",613,0.613,1
995543647,141,"friend","Friend","Close","Nonmatching",260,0.26,0
995543647,147,"friend","Friend","Close","Nonmatching",797,0.797,1
995543647,149,"friend","Friend","Close","Matching",747,0.747,0
995543647,155,"friend","Friend","Close","Nonmatching",493,0.493,0
995543647,157,"self","Self","Self","Nonmatching",382,0.382,1
995543647,163,"friend","Friend","Close","Nonmatching",261,0.261,0
995543647,167,"friend","Friend","Close","Matching",587,0.587,0
995543647,173,"self","Self","Self","Nonmatching",498,0.498,1
995543647,175,"self","Self","Self","Matching",303,0.303,1
995543647,177,"self","Self","Self","Nonmatching",564,0.564,1
995543647,179,"friend","Friend","Close","Matching",609,0.609,1
995543647,181,"self","Self","Self","Nonmatching",724,0.724,1
995543647,183,"self","Self","Self","Nonmatching",414,0.414,1
995543647,185,"self","Self","Self","Nonmatching",511,0.511,1
995543647,187,"friend","Friend","Close","Matching",651,0.651,1
995543647,189,"friend","Friend","Close","Nonmatching",542,0.542,0
995543647,195,"friend","Friend","Close","Nonmatching",300,0.3,1
995543647,207,"friend","Friend","Close","Nonmatching",371,0.371,0
995543647,209,"friend","Friend","Close","Nonmatching",262,0.262,1
995543647,211,"friend","Friend","Close","Nonmatching",403,0.403,0
995543647,213,"self","Self","Self","Nonmatching",216,0.216,0
995543647,215,"friend","Friend","Close","Matching",351,0.351,1
995543647,217,"friend","Friend","Close","Nonmatching",383,0.383,0
995543647,219,"friend","Friend","Close","Matching",202,0.202,1
995543647,221,"self","Self","Self","Matching",384,0.384,1
995543647,223,"self","Self","Self","Matching",288,0.288,1
995543647,225,"self","Self","Self","Nonmatching",227,0.227,0
995543647,227,"friend","Friend","Close","Matching",327,0.327,1
995543647,229,"friend","Friend","Close","Matching",388,0.388,0
995543647,231,"friend","Friend","Close","Matching",296,0.296,1
995543647,233,"self","Self","Self","Nonmatching",276,0.276,0
995543647,235,"self","Self","Self","Nonmatching",302,0.302,0
995543647,237,"friend","Friend","Close","Matching",295,0.295,1
995543647,239,"friend","Friend","Close","Nonmatching",367,0.367,0
995543653,1,"friend","Friend","Close","Matching",459,0.459,0
995543653,3,"friend","Friend","Close","Matching",483,0.483,1
995543653,5,"self","Self","Self","Matching",549,0.549,1
995543653,7,"friend","Friend","Close","Nonmatching",594,0.594,1
995543653,9,"friend","Friend","Close","Matching",633,0.633,1
995543653,11,"self","Self","Self","Matching",590,0.59,1
995543653,13,"friend","Friend","Close","Nonmatching",494,0.494,1
995543653,15,"friend","Friend","Close","Nonmatching",720,0.72,1
995543653,17,"self","Self","Self","Nonmatching",641,0.641,0
995543653,19,"self","Self","Self","Matching",768,0.768,1
995543653,21,"self","Self","Self","Matching",484,0.484,1
995543653,23,"self","Self","Self","Nonmatching",597,0.597,1
995543653,25,"friend","Friend","Close","Matching",701,0.701,1
995543653,27,"friend","Friend","Close","Nonmatching",718,0.718,1
995543653,29,"friend","Friend","Close","Nonmatching",734,0.734,1
995543653,31,"friend","Friend","Close","Matching",726,0.726,0
995543653,33,"friend","Friend","Close","Matching",523,0.523,0
995543653,35,"friend","Friend","Close","Nonmatching",669,0.669,1
995543653,37,"self","Self","Self","Nonmatching",706,0.706,1
995543653,39,"self","Self","Self","Matching",499,0.499,1
995543653,41,"friend","Friend","Close","Matching",906,0.906,1
995543653,43,"self","Self","Self","Nonmatching",831,0.831,1
995543653,45,"self","Self","Self","Nonmatching",855,0.855,1
995543653,47,"self","Self","Self","Nonmatching",546,0.546,1
995543653,49,"friend","Friend","Close","Nonmatching",639,0.639,1
995543653,51,"friend","Friend","Close","Matching",863,0.863,1
995543653,53,"self","Self","Self","Nonmatching",638,0.638,1
995543653,55,"self","Self","Self","Nonmatching",950,0.95,1
995543653,57,"friend","Friend","Close","Nonmatching",754,0.754,1
995543653,59,"self","Self","Self","Nonmatching",659,0.659,1
995543653,61,"self","Self","Self","Nonmatching",380,0.38,1
995543653,63,"self","Self","Self","Nonmatching",344,0.344,1
995543653,65,"self","Self","Self","Matching",306,0.306,0
995543653,67,"self","Self","Self","Matching",510,0.51,1
995543653,69,"friend","Friend","Close","Matching",529,0.529,0
995543653,71,"friend","Friend","Close","Nonmatching",777,0.777,1
995543653,73,"friend","Friend","Close","Matching",883,0.883,0
995543653,75,"friend","Friend","Close","Nonmatching",653,0.653,1
995543653,77,"friend","Friend","Close","Matching",963,0.963,1
995543653,79,"self","Self","Self","Nonmatching",742,0.742,1
995543653,81,"friend","Friend","Close","Nonmatching",336,0.336,0
995543653,83,"self","Self","Self","Nonmatching",877,0.877,1
995543653,85,"friend","Friend","Close","Nonmatching",718,0.718,1
995543653,87,"friend","Friend","Close","Matching",599,0.599,1
995543653,89,"friend","Friend","Close","Nonmatching",746,0.746,1
995543653,91,"self","Self","Self","Matching",548,0.548,1
995543653,93,"friend","Friend","Close","Nonmatching",634,0.634,1
995543653,95,"friend","Friend","Close","Nonmatching",844,0.844,1
995543653,97,"self","Self","Self","Matching",670,0.67,1
995543653,99,"self","Self","Self","Nonmatching",522,0.522,1
995543653,101,"self","Self","Self","Nonmatching",507,0.507,1
995543653,103,"friend","Friend","Close","Matching",721,0.721,1
995543653,105,"self","Self","Self","Nonmatching",865,0.865,1
995543653,107,"friend","Friend","Close","Nonmatching",660,0.66,1
995543653,109,"friend","Friend","Close","Nonmatching",497,0.497,0
995543653,111,"self","Self","Self","Nonmatching",602,0.602,1
995543653,113,"self","Self","Self","Matching",1093,1.093,1
995543653,115,"self","Self","Self","Nonmatching",552,0.552,1
995543653,117,"friend","Friend","Close","Nonmatching",658,0.658,1
995543653,119,"friend","Friend","Close","Matching",781,0.781,1
995543653,121,"self","Self","Self","Nonmatching",571,0.571,1
995543653,123,"self","Self","Self","Matching",660,0.66,1
995543653,125,"friend","Friend","Close","Nonmatching",1057,1.057,1
995543653,127,"self","Self","Self","Nonmatching",725,0.725,1
995543653,129,"self","Self","Self","Matching",1016,1.016,1
995543653,131,"friend","Friend","Close","Matching",580,0.58,0
995543653,133,"friend","Friend","Close","Nonmatching",556,0.556,1
995543653,135,"friend","Friend","Close","Matching",1381,1.381,1
995543653,137,"self","Self","Self","Matching",1079,1.079,1
995543653,139,"self","Self","Self","Nonmatching",1242,1.242,1
995543653,141,"friend","Friend","Close","Matching",1108,1.108,1
995543653,143,"friend","Friend","Close","Matching",832,0.832,1
995543653,145,"self","Self","Self","Nonmatching",711,0.711,1
995543653,147,"friend","Friend","Close","Nonmatching",484,0.484,1
995543653,149,"friend","Friend","Close","Nonmatching",1503,1.503,1
995543653,151,"self","Self","Self","Nonmatching",985,0.985,1
995543653,153,"friend","Friend","Close","Matching",1542,1.542,1
995543653,155,"friend","Friend","Close","Nonmatching",791,0.791,1
995543653,157,"friend","Friend","Close","Matching",696,0.696,1
995543653,159,"friend","Friend","Close","Matching",1090,1.09,1
995543653,161,"friend","Friend","Close","Matching",530,0.53,1
995543653,163,"friend","Friend","Close","Matching",700,0.7,1
995543653,165,"self","Self","Self","Matching",710,0.71,1
995543653,167,"self","Self","Self","Matching",737,0.737,1
995543653,169,"self","Self","Self","Matching",420,0.42,1
995543653,171,"self","Self","Self","Nonmatching",615,0.615,1
995543653,173,"friend","Friend","Close","Matching",669,0.669,1
995543653,175,"friend","Friend","Close","Nonmatching",851,0.851,1
995543653,177,"self","Self","Self","Matching",830,0.83,1
995543653,179,"friend","Friend","Close","Matching",865,0.865,1
995543653,181,"self","Self","Self","Nonmatching",771,0.771,1
995543653,183,"self","Self","Self","Nonmatching",1034,1.034,1
995543653,185,"self","Self","Self","Matching",952,0.952,1
995543653,187,"self","Self","Self","Nonmatching",863,0.863,1
995543653,189,"self","Self","Self","Matching",772,0.772,1
995543653,191,"self","Self","Self","Matching",884,0.884,1
995543653,193,"self","Self","Self","Matching",370,0.37,1
995543653,195,"friend","Friend","Close","Nonmatching",503,0.503,0
995543653,197,"self","Self","Self","Matching",484,0.484,1
995543653,199,"friend","Friend","Close","Matching",626,0.626,0
995543653,203,"friend","Friend","Close","Nonmatching",849,0.849,1
995543653,205,"self","Self","Self","Nonmatching",712,0.712,1
995543653,207,"self","Self","Self","Matching",608,0.608,1
995543653,209,"self","Self","Self","Nonmatching",703,0.703,1
995543653,211,"self","Self","Self","Matching",669,0.669,1
995543653,213,"friend","Friend","Close","Matching",786,0.786,0
995543653,215,"self","Self","Self","Matching",698,0.698,1
995543653,217,"self","Self","Self","Matching",412,0.412,1
995543653,219,"self","Self","Self","Matching",450,0.45,1
995543653,221,"friend","Friend","Close","Nonmatching",659,0.659,1
995543653,223,"friend","Friend","Close","Matching",817,0.817,1
995543653,225,"self","Self","Self","Matching",443,0.443,1
995543653,227,"friend","Friend","Close","Nonmatching",355,0.355,0
995543653,229,"friend","Friend","Close","Matching",479,0.479,1
995543653,231,"self","Self","Self","Matching",533,0.533,1
995543653,233,"friend","Friend","Close","Nonmatching",617,0.617,1
995543653,235,"self","Self","Self","Matching",639,0.639,1
995543653,237,"friend","Friend","Close","Matching",834,0.834,1
995543653,239,"self","Self","Self","Nonmatching",646,0.646,1
995543656,1,"friend","Friend","Close","Nonmatching",531,0.531,1
995543656,5,"self","Self","Self","Nonmatching",223,0.223,1
995543656,9,"self","Self","Self","Nonmatching",282,0.282,1
995543656,13,"self","Self","Self","Matching",223,0.223,0
995543656,15,"friend","Friend","Close","Matching",209,0.209,1
995543656,17,"friend","Friend","Close","Nonmatching",248,0.248,0
995543656,19,"friend","Friend","Close","Matching",233,0.233,1
995543656,23,"self","Self","Self","Nonmatching",410,0.41,1
995543656,27,"self","Self","Self","Matching",625,0.625,1
995543656,31,"friend","Friend","Close","Matching",451,0.451,0
995543656,33,"self","Self","Self","Nonmatching",606,0.606,1
995543656,35,"friend","Friend","Close","Matching",306,0.306,1
995543656,37,"self","Self","Self","Matching",521,0.521,1
995543656,39,"self","Self","Self","Nonmatching",827,0.827,1
995543656,41,"friend","Friend","Close","Matching",399,0.399,1
995543656,43,"self","Self","Self","Nonmatching",479,0.479,1
995543656,45,"self","Self","Self","Nonmatching",286,0.286,0
995543656,47,"friend","Friend","Close","Matching",527,0.527,1
995543656,49,"friend","Friend","Close","Nonmatching",584,0.584,1
995543656,51,"friend","Friend","Close","Nonmatching",432,0.432,1
995543656,53,"self","Self","Self","Nonmatching",354,0.354,0
995543656,55,"self","Self","Self","Matching",268,0.268,1
995543656,57,"friend","Friend","Close","Matching",273,0.273,0
995543656,69,"friend","Friend","Close","Matching",311,0.311,1
995543656,71,"friend","Friend","Close","Nonmatching",749,0.749,1
995543656,73,"friend","Friend","Close","Nonmatching",685,0.685,1
995543656,75,"friend","Friend","Close","Nonmatching",399,0.399,1
995543656,77,"self","Self","Self","Nonmatching",468,0.468,0
995543656,79,"self","Self","Self","Nonmatching",751,0.751,1
995543656,81,"self","Self","Self","Nonmatching",255,0.255,1
995543656,83,"friend","Friend","Close","Nonmatching",388,0.388,0
995543656,85,"self","Self","Self","Matching",609,0.609,1
995543656,87,"friend","Friend","Close","Matching",820,0.82,1
995543656,89,"friend","Friend","Close","Nonmatching",256,0.256,1
995543656,91,"self","Self","Self","Nonmatching",568,0.568,1
995543656,93,"self","Self","Self","Matching",610,0.61,1
995543656,95,"friend","Friend","Close","Matching",623,0.623,1
995543656,97,"self","Self","Self","Matching",635,0.635,1
995543656,99,"self","Self","Self","Matching",306,0.306,1
995543656,101,"friend","Friend","Close","Nonmatching",583,0.583,1
995543656,109,"friend","Friend","Close","Matching",407,0.407,1
995543656,111,"friend","Friend","Close","Matching",297,0.297,1
995543656,113,"self","Self","Self","Nonmatching",601,0.601,1
995543656,115,"friend","Friend","Close","Matching",470,0.47,1
995543656,117,"self","Self","Self","Matching",396,0.396,1
995543656,119,"self","Self","Self","Matching",375,0.375,1
995543656,121,"self","Self","Self","Matching",250,0.25,1
995543656,123,"friend","Friend","Close","Nonmatching",386,0.386,1
995543656,125,"self","Self","Self","Matching",276,0.276,1
995543656,127,"friend","Friend","Close","Matching",733,0.733,1
995543656,129,"self","Self","Self","Nonmatching",390,0.39,0
995543656,131,"self","Self","Self","Nonmatching",321,0.321,1
995543656,133,"self","Self","Self","Nonmatching",252,0.252,1
995543656,135,"self","Self","Self","Nonmatching",293,0.293,1
995543656,137,"friend","Friend","Close","Nonmatching",369,0.369,0
995543656,139,"friend","Friend","Close","Nonmatching",599,0.599,1
995543656,141,"self","Self","Self","Nonmatching",901,0.901,1
995543656,143,"self","Self","Self","Matching",674,0.674,1
995543656,145,"self","Self","Self","Matching",632,0.632,1
995543656,147,"self","Self","Self","Matching",565,0.565,1
995543656,149,"self","Self","Self","Matching",425,0.425,1
995543656,151,"friend","Friend","Close","Nonmatching",804,0.804,1
995543656,153,"friend","Friend","Close","Nonmatching",575,0.575,1
995543656,155,"self","Self","Self","Nonmatching",1191,1.191,1
995543656,157,"friend","Friend","Close","Matching",763,0.763,1
995543656,159,"friend","Friend","Close","Matching",692,0.692,1
995543656,161,"self","Self","Self","Nonmatching",434,0.434,1
995543656,163,"self","Self","Self","Matching",630,0.63,1
995543656,165,"friend","Friend","Close","Nonmatching",1095,1.095,0
995543656,167,"self","Self","Self","Matching",813,0.813,1
995543656,169,"self","Self","Self","Nonmatching",1008,1.008,1
995543656,171,"friend","Friend","Close","Matching",756,0.756,1
995543656,173,"friend","Friend","Close","Matching",540,0.54,1
995543656,175,"friend","Friend","Close","Matching",438,0.438,1
995543656,177,"friend","Friend","Close","Matching",256,0.256,1
995543656,179,"self","Self","Self","Matching",730,0.73,1
995543656,181,"friend","Friend","Close","Nonmatching",384,0.384,1
995543656,183,"self","Self","Self","Nonmatching",1075,1.075,1
995543656,185,"self","Self","Self","Matching",677,0.677,1
995543656,187,"friend","Friend","Close","Nonmatching",847,0.847,1
995543656,189,"self","Self","Self","Matching",1076,1.076,1
995543656,191,"friend","Friend","Close","Matching",611,0.611,0
995543656,193,"friend","Friend","Close","Matching",505,0.505,1
995543656,195,"friend","Friend","Close","Matching",462,0.462,1
995543656,197,"friend","Friend","Close","Nonmatching",858,0.858,1
995543656,199,"self","Self","Self","Nonmatching",510,0.51,0
995543656,201,"friend","Friend","Close","Matching",590,0.59,1
995543656,203,"friend","Friend","Close","Nonmatching",482,0.482,1
995543656,205,"self","Self","Self","Matching",1123,1.123,1
995543656,209,"self","Self","Self","Matching",402,0.402,0
995543656,211,"friend","Friend","Close","Nonmatching",937,0.937,1
995543656,213,"friend","Friend","Close","Matching",626,0.626,1
995543656,215,"friend","Friend","Close","Nonmatching",644,0.644,1
995543656,217,"friend","Friend","Close","Matching",657,0.657,1
995543656,219,"self","Self","Self","Nonmatching",305,0.305,0
995543656,221,"self","Self","Self","Nonmatching",524,0.524,1
995543656,223,"friend","Friend","Close","Nonmatching",626,0.626,0
995543656,225,"friend","Friend","Close","Nonmatching",597,0.597,1
995543656,227,"friend","Friend","Close","Nonmatching",624,0.624,1
995543656,229,"self","Self","Self","Matching",543,0.543,1
995543656,231,"friend","Friend","Close","Matching",561,0.561,0
995543656,233,"self","Self","Self","Matching",1374,1.374,1
995543656,235,"self","Self","Self","Nonmatching",551,0.551,1
995543656,237,"friend","Friend","Close","Nonmatching",488,0.488,0
995543656,239,"friend","Friend","Close","Nonmatching",546,0.546,1
995543659,3,"friend","Friend","Close","Matching",209,0.209,1
995543659,5,"friend","Friend","Close","Matching",250,0.25,0
995543659,7,"self","Self","Self","Nonmatching",1099,1.099,0
995543659,9,"friend","Friend","Close","Nonmatching",1246,1.246,0
995543659,11,"friend","Friend","Close","Matching",1345,1.345,0
995543659,13,"self","Self","Self","Nonmatching",1360,1.36,1
995543659,17,"friend","Friend","Close","Matching",633,0.633,0
995543659,19,"friend","Friend","Close","Nonmatching",901,0.901,0
995543659,21,"self","Self","Self","Matching",1249,1.249,1
995543659,23,"self","Self","Self","Matching",1522,1.522,1
995543659,25,"friend","Friend","Close","Nonmatching",217,0.217,1
995543659,27,"friend","Friend","Close","Nonmatching",321,0.321,1
995543659,29,"self","Self","Self","Matching",1242,1.242,1
995543659,31,"self","Self","Self","Matching",562,0.562,1
995543659,33,"self","Self","Self","Nonmatching",694,0.694,1
995543659,35,"friend","Friend","Close","Nonmatching",356,0.356,1
995543659,37,"self","Self","Self","Matching",369,0.369,1
995543659,39,"friend","Friend","Close","Matching",483,0.483,0
995543659,41,"friend","Friend","Close","Nonmatching",1173,1.173,1
995543659,43,"friend","Friend","Close","Matching",656,0.656,1
995543659,45,"friend","Friend","Close","Nonmatching",758,0.758,1
995543659,47,"friend","Friend","Close","Nonmatching",498,0.498,1
995543659,49,"self","Self","Self","Nonmatching",1599,1.599,1
995543659,51,"friend","Friend","Close","Matching",824,0.824,1
995543659,53,"self","Self","Self","Matching",1309,1.309,1
995543659,55,"self","Self","Self","Nonmatching",608,0.608,1
995543659,57,"self","Self","Self","Nonmatching",1250,1.25,1
995543659,59,"self","Self","Self","Matching",727,0.727,0
995543659,61,"self","Self","Self","Nonmatching",748,0.748,1
995543659,63,"friend","Friend","Close","Matching",795,0.795,1
995543659,65,"friend","Friend","Close","Matching",963,0.963,1
995543659,67,"friend","Friend","Close","Matching",333,0.333,1
995543659,69,"friend","Friend","Close","Matching",373,0.373,1
995543659,71,"self","Self","Self","Matching",559,0.559,0
995543659,73,"self","Self","Self","Matching",471,0.471,1
995543659,75,"self","Self","Self","Nonmatching",563,0.563,0
995543659,77,"self","Self","Self","Nonmatching",315,0.315,0
995543659,79,"friend","Friend","Close","Matching",1429,1.429,0
995543659,81,"self","Self","Self","Nonmatching",860,0.86,0
995543659,85,"self","Self","Self","Matching",844,0.844,1
995543659,87,"friend","Friend","Close","Matching",597,0.597,0
995543659,89,"friend","Friend","Close","Matching",597,0.597,0
995543659,91,"self","Self","Self","Matching",406,0.406,1
995543659,93,"friend","Friend","Close","Matching",290,0.29,1
995543659,95,"self","Self","Self","Nonmatching",276,0.276,0
995543659,97,"self","Self","Self","Matching",296,0.296,1
995543659,99,"self","Self","Self","Nonmatching",638,0.638,1
995543659,101,"friend","Friend","Close","Matching",379,0.379,1
995543659,103,"self","Self","Self","Matching",821,0.821,1
995543659,107,"self","Self","Self","Nonmatching",561,0.561,0
995543659,109,"friend","Friend","Close","Nonmatching",726,0.726,1
995543659,111,"friend","Friend","Close","Nonmatching",797,0.797,1
995543659,113,"friend","Friend","Close","Nonmatching",813,0.813,1
995543659,115,"friend","Friend","Close","Nonmatching",328,0.328,1
995543659,117,"friend","Friend","Close","Matching",1515,1.515,1
995543659,119,"self","Self","Self","Matching",658,0.658,1
995543659,121,"friend","Friend","Close","Nonmatching",482,0.482,1
995543659,123,"self","Self","Self","Matching",724,0.724,0
995543659,125,"self","Self","Self","Matching",550,0.55,1
995543659,127,"friend","Friend","Close","Matching",990,0.99,1
995543659,129,"self","Self","Self","Nonmatching",797,0.797,1
995543659,131,"friend","Friend","Close","Nonmatching",536,0.536,0
995543659,133,"friend","Friend","Close","Nonmatching",682,0.682,1
995543659,135,"self","Self","Self","Matching",757,0.757,1
995543659,137,"self","Self","Self","Nonmatching",674,0.674,1
995543659,139,"self","Self","Self","Matching",606,0.606,1
995543659,141,"self","Self","Self","Nonmatching",1242,1.242,1
995543659,143,"self","Self","Self","Nonmatching",672,0.672,1
995543659,145,"friend","Friend","Close","Nonmatching",1034,1.034,1
995543659,147,"friend","Friend","Close","Matching",694,0.694,1
995543659,149,"self","Self","Self","Nonmatching",806,0.806,1
995543659,151,"friend","Friend","Close","Nonmatching",1064,1.064,0
995543659,153,"friend","Friend","Close","Nonmatching",636,0.636,1
995543659,155,"friend","Friend","Close","Nonmatching",690,0.69,1
995543659,157,"self","Self","Self","Matching",555,0.555,1
995543659,159,"self","Self","Self","Matching",478,0.478,1
995543659,161,"self","Self","Self","Nonmatching",869,0.869,1
995543659,163,"self","Self","Self","Matching",433,0.433,1
995543659,165,"self","Self","Self","Matching",813,0.813,1
995543659,167,"self","Self","Self","Nonmatching",698,0.698,1
995543659,169,"friend","Friend","Close","Matching",736,0.736,1
995543659,171,"friend","Friend","Close","Matching",1050,1.05,1
995543659,173,"self","Self","Self","Nonmatching",995,0.995,1
995543659,175,"self","Self","Self","Nonmatching",885,0.885,1
995543659,177,"self","Self","Self","Matching",343,0.343,1
995543659,179,"self","Self","Self","Nonmatching",836,0.836,1
995543659,181,"self","Self","Self","Matching",615,0.615,1
995543659,183,"friend","Friend","Close","Nonmatching",513,0.513,1
995543659,185,"self","Self","Self","Nonmatching",711,0.711,1
995543659,187,"friend","Friend","Close","Nonmatching",600,0.6,0
995543659,189,"self","Self","Self","Matching",729,0.729,1
995543659,191,"friend","Friend","Close","Matching",815,0.815,0
995543659,193,"friend","Friend","Close","Nonmatching",757,0.757,1
995543659,195,"self","Self","Self","Matching",590,0.59,1
995543659,197,"friend","Friend","Close","Nonmatching",740,0.74,1
995543659,199,"friend","Friend","Close","Nonmatching",530,0.53,1
995543659,201,"friend","Friend","Close","Nonmatching",775,0.775,1
995543659,203,"friend","Friend","Close","Matching",607,0.607,1
995543659,207,"friend","Friend","Close","Nonmatching",706,0.706,1
995543659,211,"self","Self","Self","Nonmatching",858,0.858,1
995543659,213,"self","Self","Self","Nonmatching",529,0.529,1
995543659,215,"self","Self","Self","Matching",737,0.737,1
995543659,217,"friend","Friend","Close","Nonmatching",423,0.423,1
995543659,219,"friend","Friend","Close","Matching",613,0.613,1
995543659,221,"friend","Friend","Close","Matching",589,0.589,1
995543659,223,"self","Self","Self","Matching",622,0.622,1
995543659,225,"self","Self","Self","Nonmatching",556,0.556,0
995543659,227,"self","Self","Self","Nonmatching",567,0.567,1
995543659,229,"friend","Friend","Close","Matching",782,0.782,1
995543659,231,"friend","Friend","Close","Matching",1090,1.09,1
995543659,233,"self","Self","Self","Matching",676,0.676,1
995543659,235,"self","Self","Self","Matching",648,0.648,1
995543659,237,"self","Self","Self","Nonmatching",766,0.766,1
995543659,239,"friend","Friend","Close","Matching",883,0.883,1
995543664,3,"friend","Friend","Close","Nonmatching",414,0.414,0
995543664,5,"friend","Friend","Close","Nonmatching",484,0.484,1
995543664,7,"friend","Friend","Close","Matching",878,0.878,0
995543664,11,"friend","Friend","Close","Nonmatching",340,0.34,0
995543664,13,"friend","Friend","Close","Matching",725,0.725,0
995543664,17,"friend","Friend","Close","Nonmatching",545,0.545,0
995543664,19,"friend","Friend","Close","Nonmatching",906,0.906,1
995543664,21,"friend","Friend","Close","Nonmatching",453,0.453,0
995543664,23,"friend","Friend","Close","Matching",503,0.503,0
995543664,25,"self","Self","Self","Matching",384,0.384,1
995543664,27,"friend","Friend","Close","Matching",687,0.687,0
995543664,29,"friend","Friend","Close","Nonmatching",659,0.659,1
995543664,31,"friend","Friend","Close","Nonmatching",1166,1.166,0
995543664,33,"self","Self","Self","Nonmatching",815,0.815,1
995543664,35,"friend","Friend","Close","Nonmatching",553,0.553,1
995543664,37,"self","Self","Self","Matching",613,0.613,1
